model,oof_auc,pred_mean,pred_std,pred_min,pred_max
catboost,0.9591972894969755,0.2086642408833461,0.3141886905381233,3.272810751830405e-05,0.9980399200413216
lgbm_ab_selected,0.958394235955519,0.20649812166958775,0.31849911034864503,2.943155689198357e-05,0.997415016909567
