blend_type,lgbm_weight,catboost_weight,oof_auc
rank,0.45,0.55,0.9604113357854189
rank,0.427,0.573,0.9604109130916684
rank,0.4,0.6,0.9604019970029719
rank,0.5,0.5,0.9603893152805281
rank,0.35,0.65,0.9603613812095189
